District,year,degree,z-score_cutoff
MATALE,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,1.6774
KANDY,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,1.636
NUWARA ELIYA,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,1.9273
GALLE,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,2.048
MATARA,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,1.9428
HAMBANTOTA,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,1.906
JAFFNA,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,1.9788
KILINOCHCHI,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,1.2668
MANNAR,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,1.6332
MULLAITIVU,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,0.9891
VAVUNIYA,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,1.517
TRINCOMALEE,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,1.6664
BATTICALOA,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,1.4432
AMPARA,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,1.5725
PUTTALAM,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,1.599
KURUNEGALA,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,1.9225
ANURADHAPURA,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,1.5125
POLONNARUWA,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,1.4392
BADULLA,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,1.719
MONARAGALA,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,1.7272
KEGALLE,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,2.005
RATNAPURA,2021,ARTIFICIAL INTELLIGENCE .1 University of Moratuwa,2.0646
COLOMBO,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,1.4496
GAMPAHA,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,1.2268
KALUTARA,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,1.3635
MATALE,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,0.8462
KANDY,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,1.1643
NUWARA ELIYA,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,0.5036
GALLE,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,1.4607
MATARA,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,1.4693
HAMBANTOTA,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,0.8899
JAFFNA,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,1.3509
KILINOCHCHI,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,NQC
MANNAR,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,NQC
MULLAITIVU,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,NQC
VAVUNIYA,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,0.6087
TRINCOMALEE,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,1.9124
BATTICALOA,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,0.8828
AMPARA,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,0.8216
PUTTALAM,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,0.6244
KURUNEGALA,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,1.3533
ANURADHAPURA,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,0.8841
POLONNARUWA,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,0.7945
BADULLA,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,1.1815
MONARAGALA,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,0.9413
KEGALLE,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,1.4229
RATNAPURA,2021,INFORMATION TECHNOLOGY & MANAGEMENT  .1 University of Moratuwa,1.2638
COLOMBO,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.474
GAMPAHA,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.4419
KALUTARA,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.4166
MATALE,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.3733
KANDY,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.4389
NUWARA ELIYA,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.4169
GALLE,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.4789
MATARA,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.4929
HAMBANTOTA,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.3781
JAFFNA,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.3093
KILINOCHCHI,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.0274
MANNAR,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.1091
MULLAITIVU,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.1381
VAVUNIYA,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.4463
TRINCOMALEE,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.5119
BATTICALOA,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.4401
AMPARA,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.3714
PUTTALAM,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.229
KURUNEGALA,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.386
ANURADHAPURA,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.4563
POLONNARUWA,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.3417
BADULLA,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.3661
MONARAGALA,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.3877
KEGALLE,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.4326
RATNAPURA,2021,FACILITIES MANAGEMENT .1 University of Moratuwa,1.3847
COLOMBO,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.9032
GAMPAHA,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.7938
KALUTARA,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.6909
MATALE,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.6317
KANDY,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.6468
NUWARA ELIYA,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.5131
GALLE,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.7153
MATARA,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.8958
HAMBANTOTA,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.6921
JAFFNA,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.2615
KILINOCHCHI,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.1073
MANNAR,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.1626
MULLAITIVU,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.2692
VAVUNIYA,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.4905
TRINCOMALEE,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.6679
BATTICALOA,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.396
AMPARA,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.6661
PUTTALAM,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.5853
KURUNEGALA,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.6065
ANURADHAPURA,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.811
POLONNARUWA,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.5635
BADULLA,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.7302
MONARAGALA,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.7105
KEGALLE,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.7107
RATNAPURA,2021,BUSINESS SCIENCE .1 University of Moratuwa,1.7205
COLOMBO,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,1.3761
GAMPAHA,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,1.3002
KALUTARA,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,1.3538
MATALE,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,1.0573
KANDY,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,1.3611
NUWARA ELIYA,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,0.9852
GALLE,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,1.3782
MATARA,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,1.3991
HAMBANTOTA,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,1.3388
JAFFNA,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,1.3184
KILINOCHCHI,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,1.2838
MANNAR,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,0.6103
MULLAITIVU,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,0.5018
VAVUNIYA,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,0.9095
TRINCOMALEE,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,0.9854
BATTICALOA,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,1.2401
AMPARA,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,1.2201
PUTTALAM,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,1.0801
KURUNEGALA,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,1.3588
ANURADHAPURA,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,1.1538
POLONNARUWA,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,0.8417
BADULLA,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,1.3232
MONARAGALA,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,1.1553
KEGALLE,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,1.3556
RATNAPURA,2021,INDUSTRIAL STATISTICS & MATHEMATICAL FINANCE University of Colombo,1.3054
COLOMBO,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,1.0826
GAMPAHA,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,1.0763
KALUTARA,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,1.1189
MATALE,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,0.8678
KANDY,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,1.0254
NUWARA ELIYA,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,0.8245
GALLE,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,1.103
MATARA,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,1.0816
HAMBANTOTA,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,1.1569
JAFFNA,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,0.9845
KILINOCHCHI,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,0.7453
MANNAR,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,0.6098
MULLAITIVU,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,0.5258
VAVUNIYA,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,0.7761
TRINCOMALEE,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,0.9684
BATTICALOA,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,1.1277
AMPARA,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,1.1063
PUTTALAM,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,0.7696
KURUNEGALA,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,1.0598
ANURADHAPURA,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,1.0513
POLONNARUWA,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,0.6493
BADULLA,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,1.0302
MONARAGALA,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,1.0998
KEGALLE,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,1.057
RATNAPURA,2021,FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS University of Ruhuna,1.1228
COLOMBO,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,1.3482
GAMPAHA,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,1.2546
KALUTARA,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,1.4295
MATALE,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,1.27
KANDY,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,1.4031
NUWARA ELIYA,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,0.9558
GALLE,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,1.4284
MATARA,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,1.3972
HAMBANTOTA,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,1.3551
JAFFNA,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,1.4093
KILINOCHCHI,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,1.1686
MANNAR,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,0.7196
MULLAITIVU,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,0.5679
VAVUNIYA,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,1.0087
TRINCOMALEE,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,1.1617
BATTICALOA,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,1.2612
AMPARA,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,1.1442
PUTTALAM,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,1.1978
KURUNEGALA,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,1.4018
ANURADHAPURA,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,1.2172
POLONNARUWA,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,0.9933
BADULLA,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,1.3552
MONARAGALA,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,1.1971
KEGALLE,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,1.3573
RATNAPURA,2021,STATISTICS & OPERATIONS RESEARCH University of Peradeniya,1.3573
COLOMBO,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,2.0155
GAMPAHA,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,1.9455
KALUTARA,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,1.9949
MATALE,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,1.9398
KANDY,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,1.9792
NUWARA ELIYA,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,1.9419
GALLE,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,1.894
MATARA,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,2.0885
HAMBANTOTA,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,2.0961
JAFFNA,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,2.03
KILINOCHCHI,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,1.9687
MANNAR,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,2.054
MULLAITIVU,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,1.7523
VAVUNIYA,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,1.9797
TRINCOMALEE,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,2.1227
BATTICALOA,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,2.0484
AMPARA,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,2.0842
PUTTALAM,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,1.9121
KURUNEGALA,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,1.9612
ANURADHAPURA,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,2.0097
POLONNARUWA,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,2.0009
BADULLA,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,1.9986
MONARAGALA,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,1.9387
KEGALLE,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,2.0055
RATNAPURA,2021,GEOGRAPHICAL INFORMATION SCIENCE University of Peradeniya,2.0631
COLOMBO,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,1.1392
GAMPAHA,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,1.0102
KALUTARA,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,0.8716
MATALE,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,0.768
KANDY,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,1.0183
NUWARA ELIYA,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,0.8699
GALLE,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,0.9378
MATARA,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,0.8517
HAMBANTOTA,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,0.7532
JAFFNA,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,0.9935
KILINOCHCHI,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,0.9287
MANNAR,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,NQC
MULLAITIVU,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,NQC
VAVUNIYA,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,NQC
TRINCOMALEE,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,0.8363
BATTICALOA,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,NQC
AMPARA,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,1.1259
PUTTALAM,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,NQC
KURUNEGALA,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,0.8907
ANURADHAPURA,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,0.7452
POLONNARUWA,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,0.7332
BADULLA,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,0.82
MONARAGALA,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,NQC
KEGALLE,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,0.7884
RATNAPURA,2021,INFORMATION SYSTEMS  University of Colombo School of Computing,0.8282
COLOMBO,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,1.2184
GAMPAHA,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,1.0153
KALUTARA,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,1.1204
MATALE,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,NQC
KANDY,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,NQC
NUWARA ELIYA,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,NQC
GALLE,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,1.2517
MATARA,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,1.4238
HAMBANTOTA,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,1.3187
JAFFNA,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,0.7506
KILINOCHCHI,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,NQC
MANNAR,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,NQC
MULLAITIVU,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,NQC
VAVUNIYA,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,0.5695
TRINCOMALEE,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,0.3115
BATTICALOA,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,0.485
AMPARA,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,0.4997
PUTTALAM,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,0.5617
KURUNEGALA,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,1.0235
ANURADHAPURA,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,0.7249
POLONNARUWA,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,0.3495
BADULLA,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,0.7103
MONARAGALA,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,0.6379
KEGALLE,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,1.85
RATNAPURA,2021,INFORMATION SYSTEMS  University of Sri Jayewardenepura,0.4217
COLOMBO,2021,SOFTWARE ENGINEERING University of Kelaniya,1.5789
GAMPAHA,2021,SOFTWARE ENGINEERING University of Kelaniya,1.588
KALUTARA,2021,SOFTWARE ENGINEERING University of Kelaniya,1.5795
MATALE,2021,SOFTWARE ENGINEERING University of Kelaniya,NQC
KANDY,2021,SOFTWARE ENGINEERING University of Kelaniya,1.5781
NUWARA ELIYA,2021,SOFTWARE ENGINEERING University of Kelaniya,NQC
GALLE,2021,SOFTWARE ENGINEERING University of Kelaniya,1.5914
MATARA,2021,SOFTWARE ENGINEERING University of Kelaniya,1.5762
HAMBANTOTA,2021,SOFTWARE ENGINEERING University of Kelaniya,1.5757
JAFFNA,2021,SOFTWARE ENGINEERING University of Kelaniya,1.5944
KILINOCHCHI,2021,SOFTWARE ENGINEERING University of Kelaniya,NQC
MANNAR,2021,SOFTWARE ENGINEERING University of Kelaniya,NQC
MULLAITIVU,2021,SOFTWARE ENGINEERING University of Kelaniya,NQC
VAVUNIYA,2021,SOFTWARE ENGINEERING University of Kelaniya,NQC
TRINCOMALEE,2021,SOFTWARE ENGINEERING University of Kelaniya,NQC
BATTICALOA,2021,SOFTWARE ENGINEERING University of Kelaniya,2.0101
AMPARA,2021,SOFTWARE ENGINEERING University of Kelaniya,NQC
PUTTALAM,2021,SOFTWARE ENGINEERING University of Kelaniya,NQC
KURUNEGALA,2021,SOFTWARE ENGINEERING University of Kelaniya,1.5882
ANURADHAPURA,2021,SOFTWARE ENGINEERING University of Kelaniya,1.6892
POLONNARUWA,2021,SOFTWARE ENGINEERING University of Kelaniya,NQC
BADULLA,2021,SOFTWARE ENGINEERING University of Kelaniya,1.5886
MONARAGALA,2021,SOFTWARE ENGINEERING University of Kelaniya,NQC
KEGALLE,2021,SOFTWARE ENGINEERING University of Kelaniya,1.5893
RATNAPURA,2021,SOFTWARE ENGINEERING University of Kelaniya,2.0941
COLOMBO,2021,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,NQC
GAMPAHA,2021,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.348
KALUTARA,2021,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.5123
MATALE,2021,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.0885
KANDY,2021,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.4609
NUWARA ELIYA,2021,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.0362
GALLE,2021,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,NQC
MATARA,2021,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,NQC
HAMBANTOTA,2021,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,NQC
JAFFNA,2021,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,NQC
KILINOCHCHI,2021,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.1792
MANNAR,2021,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,0.86
MULLAITIVU,2021,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.0104
VAVUNIYA,2021,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.3328
TRINCOMALEE,2021,SOFTWARE ENGINEERING Sabaragamuwa University of Sri Lanka,1.2248
