Year,District,Programme,Stream,Number,Passed,Z-Score
2020,MULLAITIVU,COMMERCE (University of Kelaniya),Commerce,58500.0,38903.0,
2020,VAVUNIYA,COMMERCE (University of Kelaniya),Commerce,58500.0,38903.0,
2020,TRINCOMALEE,COMMERCE (University of Kelaniya),Commerce,58500.0,38903.0,1.5055
2020,BATTICALOA,COMMERCE (University of Kelaniya),Commerce,58500.0,38903.0,
2020,AMPARA,COMMERCE (University of Kelaniya),Commerce,58500.0,38903.0,
2020,PUTTALAM,COMMERCE (University of Kelaniya),Commerce,58500.0,38903.0,1.5254
2020,KURUNEGALA,COMMERCE (University of Kelaniya),Commerce,58500.0,38903.0,1.4668
2020,ANURADHAPURA,COMMERCE (University of Kelaniya),Commerce,58500.0,38903.0,1.4931
2020,POLONNARUWA,COMMERCE (University of Kelaniya),Commerce,58500.0,38903.0,
2020,BADULLA,COMMERCE (University of Kelaniya),Commerce,58500.0,38903.0,1.4756
2020,MONARAGALA,COMMERCE (University of Kelaniya),Commerce,58500.0,38903.0,1.4803
2020,KEGALLE,COMMERCE (University of Kelaniya),Commerce,58500.0,38903.0,1.4737
2020,RATNAPURA,COMMERCE (University of Kelaniya),Commerce,58500.0,38903.0,1.4651
2020,COLOMBO,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,1.3221
2020,GAMPAHA,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,1.2258
2020,KALUTARA,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,1.2891
2020,MATALE,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,1.2461
2020,KANDY,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,1.2435
2020,NUWARA ELIYA,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,
2020,GALLE,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,
2020,MATARA,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,1.4018
2020,HAMBANTOTA,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,
2020,JAFFNA,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,
2020,KILINOCHCHI,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,
2020,MANNAR,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,
2020,MULLAITIVU,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,1.141
2020,VAVUNIYA,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,
2020,TRINCOMALEE,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,
2020,BATTICALOA,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,
2020,AMPARA,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,
2020,PUTTALAM,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,1.1437
2020,KURUNEGALA,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,1.2583
2020,ANURADHAPURA,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,1.1761
2020,POLONNARUWA,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,
2020,BADULLA,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,1.2024
2020,MONARAGALA,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,1.278
2020,KEGALLE,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,1.2859
2020,RATNAPURA,COMMERCE (University of Jaffna),Commerce,58500.0,38903.0,1.215
2020,COLOMBO,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,1.3232
2020,GAMPAHA,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,1.2248
2020,KALUTARA,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,1.297
2020,MATALE,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,1.2489
2020,KANDY,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,1.2534
2020,NUWARA ELIYA,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,1.0008
2020,GALLE,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,1.3108
2020,MATARA,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,1.3754
2020,HAMBANTOTA,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,1.1063
2020,JAFFNA,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,0.9443
2020,KILINOCHCHI,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,1.1099
2020,MANNAR,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,1.0599
2020,MULLAITIVU,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,
2020,VAVUNIYA,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,0.8227
2020,TRINCOMALEE,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,0.8957
2020,BATTICALOA,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,0.8923
2020,AMPARA,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,0.9036
2020,PUTTALAM,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,1.0931
2020,KURUNEGALA,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,1.2605
2020,ANURADHAPURA,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,1.1906
2020,POLONNARUWA,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,1.0898
2020,BADULLA,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,1.2044
2020,MONARAGALA,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,1.273
2020,KEGALLE,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,1.2714
2020,RATNAPURA,"COMMERCE (Eastern University, Sri Lanka)",Commerce,58500.0,38903.0,1.1816
2020,COLOMBO,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,1.3232
2020,GAMPAHA,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,1.2324
2020,KALUTARA,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,1.2969
2020,MATALE,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,1.2656
2020,KANDY,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,1.251
2020,NUWARA ELIYA,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,1.0016
2020,GALLE,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,1.3153
2020,MATARA,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,1.3511
2020,HAMBANTOTA,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,1.0972
2020,JAFFNA,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,1.1211
2020,KILINOCHCHI,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,
2020,MANNAR,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,
2020,MULLAITIVU,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,
2020,VAVUNIYA,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,0.776
2020,TRINCOMALEE,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,0.9768
2020,BATTICALOA,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,0.8923
2020,AMPARA,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,0.925
2020,PUTTALAM,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,1.1003
2020,KURUNEGALA,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,1.2963
2020,ANURADHAPURA,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,1.1766
2020,POLONNARUWA,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,1.0793
2020,BADULLA,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,1.2099
2020,MONARAGALA,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,1.2932
2020,KEGALLE,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,1.275
2020,RATNAPURA,COMMERCE (South Eastern University of Sri Lanka),Commerce,58500.0,38903.0,1.1881
2020,COLOMBO,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.5953
2020,GAMPAHA,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.5319
2020,KALUTARA,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.5741
2020,MATALE,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.4957
2020,KANDY,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.5374
2020,NUWARA ELIYA,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.5788
2020,GALLE,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.5525
2020,MATARA,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.5779
2020,HAMBANTOTA,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.5653
2020,JAFFNA,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.4527
2020,KILINOCHCHI,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.4383
2020,MANNAR,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.543
2020,MULLAITIVU,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.1492
2020,VAVUNIYA,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.4226
2020,TRINCOMALEE,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.5667
2020,BATTICALOA,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.6267
2020,AMPARA,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.4244
2020,PUTTALAM,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.5299
2020,KURUNEGALA,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.5503
2020,ANURADHAPURA,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.6087
2020,POLONNARUWA,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.4904
2020,BADULLA,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.5567
2020,MONARAGALA,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.5576
2020,KEGALLE,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.5134
2020,RATNAPURA,MANAGEMENT (PUBLIC) HONOURS (University of Sri Jayewardenepura),Commerce,58500.0,38903.0,1.5373
2020,COLOMBO,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.6748
2020,GAMPAHA,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.5811
2020,KALUTARA,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.6969
2020,MATALE,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.5056
2020,KANDY,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.6873
2020,NUWARA ELIYA,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.7198
2020,GALLE,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.6761
2020,MATARA,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.6943
2020,HAMBANTOTA,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.4276
2020,JAFFNA,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.6943
2020,KILINOCHCHI,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.2024
2020,MANNAR,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.6591
2020,MULLAITIVU,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.221
2020,VAVUNIYA,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.5306
2020,TRINCOMALEE,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.5713
2020,BATTICALOA,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.6005
2020,AMPARA,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.4067
2020,PUTTALAM,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.6477
2020,KURUNEGALA,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.5533
2020,ANURADHAPURA,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.6933
2020,POLONNARUWA,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.7283
2020,BADULLA,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.6614
2020,MONARAGALA,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.4963
2020,KEGALLE,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.6278
2020,RATNAPURA,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS) (University of Sri Jayewardenepura),,,,1.702
2020,COLOMBO,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,1.4187
2020,GAMPAHA,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,1.183
2020,KALUTARA,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,1.2707
2020,MATALE,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,1.152
2020,KANDY,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,1.2701
2020,NUWARA ELIYA,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,
2020,GALLE,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,1.2292
2020,MATARA,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,1.2031
2020,HAMBANTOTA,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,1.2587
2020,JAFFNA,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,0.4402
2020,KILINOCHCHI,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,
2020,MANNAR,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,1.0105
2020,MULLAITIVU,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,
2020,VAVUNIYA,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,
2020,TRINCOMALEE,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,1.4006
2020,BATTICALOA,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,
2020,AMPARA,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,1.0179
2020,PUTTALAM,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,1.3604
2020,KURUNEGALA,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,1.4045
2020,ANURADHAPURA,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,1.2678
2020,POLONNARUWA,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,
2020,BADULLA,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,1.3229
2020,MONARAGALA,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,1.2806
2020,KEGALLE,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,1.3093
2020,RATNAPURA,FINANCIAL ENGINEERING # (University of Kelaniya),Physical Science,32500.0,21613.0,1.2626
2020,COLOMBO,LAW (University of Colombo),Arts,117000.0,77805.0,2.017
2020,GAMPAHA,LAW (University of Colombo),Arts,117000.0,77805.0,2.0165
2020,KALUTARA,LAW (University of Colombo),Arts,117000.0,77805.0,2.0238
2020,MATALE,LAW (University of Colombo),Arts,117000.0,77805.0,2.0292
2020,KANDY,LAW (University of Colombo),Arts,117000.0,77805.0,2.0275
2020,NUWARA ELIYA,LAW (University of Colombo),Arts,117000.0,77805.0,2.0175
2020,GALLE,LAW (University of Colombo),Arts,117000.0,77805.0,2.0217
2020,MATARA,LAW (University of Colombo),Arts,117000.0,77805.0,2.0352
2020,HAMBANTOTA,LAW (University of Colombo),Arts,117000.0,77805.0,2.0401
2020,JAFFNA,LAW (University of Colombo),Arts,117000.0,77805.0,2.0152
2020,KILINOCHCHI,LAW (University of Colombo),Arts,117000.0,77805.0,
2020,MANNAR,LAW (University of Colombo),Arts,117000.0,77805.0,2.0415
2020,MULLAITIVU,LAW (University of Colombo),Arts,117000.0,77805.0,
2020,VAVUNIYA,LAW (University of Colombo),Arts,117000.0,77805.0,2.0843
2020,TRINCOMALEE,LAW (University of Colombo),Arts,117000.0,77805.0,
2020,BATTICALOA,LAW (University of Colombo),Arts,117000.0,77805.0,2.0513
2020,AMPARA,LAW (University of Colombo),Arts,117000.0,77805.0,2.0152
2020,PUTTALAM,LAW (University of Colombo),Arts,117000.0,77805.0,2.0479
2020,KURUNEGALA,LAW (University of Colombo),Arts,117000.0,77805.0,2.0166
2020,ANURADHAPURA,LAW (University of Colombo),Arts,117000.0,77805.0,2.0256
2020,POLONNARUWA,LAW (University of Colombo),Arts,117000.0,77805.0,2.0376
2020,BADULLA,LAW (University of Colombo),Arts,117000.0,77805.0,2.0205
2020,MONARAGALA,LAW (University of Colombo),Arts,117000.0,77805.0,2.0162
2020,KEGALLE,LAW (University of Colombo),Arts,117000.0,77805.0,2.0266
2020,RATNAPURA,LAW (University of Colombo),Arts,117000.0,77805.0,2.0183
2020,COLOMBO,LAW (University of Peradeniya),Arts,117000.0,77805.0,1.986
2020,GAMPAHA,LAW (University of Peradeniya),Arts,117000.0,77805.0,1.9652
2020,KALUTARA,LAW (University of Peradeniya),Arts,117000.0,77805.0,1.9693
2020,MATALE,LAW (University of Peradeniya),Arts,117000.0,77805.0,1.9921
2020,KANDY,LAW (University of Peradeniya),Arts,117000.0,77805.0,1.9767
2020,NUWARA ELIYA,LAW (University of Peradeniya),Arts,117000.0,77805.0,1.975
2020,GALLE,LAW (University of Peradeniya),Arts,117000.0,77805.0,1.9783
2020,MATARA,LAW (University of Peradeniya),Arts,117000.0,77805.0,
2020,HAMBANTOTA,LAW (University of Peradeniya),Arts,117000.0,77805.0,1.9649
2020,JAFFNA,LAW (University of Peradeniya),Arts,117000.0,77805.0,1.9693
2020,KILINOCHCHI,LAW (University of Peradeniya),Arts,117000.0,77805.0,
2020,MANNAR,LAW (University of Peradeniya),Arts,117000.0,77805.0,
2020,MULLAITIVU,LAW (University of Peradeniya),Arts,117000.0,77805.0,2.059
2020,VAVUNIYA,LAW (University of Peradeniya),Arts,117000.0,77805.0,
2020,TRINCOMALEE,LAW (University of Peradeniya),Arts,117000.0,77805.0,
2020,BATTICALOA,LAW (University of Peradeniya),Arts,117000.0,77805.0,
2020,AMPARA,LAW (University of Peradeniya),Arts,117000.0,77805.0,1.9645
2020,PUTTALAM,LAW (University of Peradeniya),Arts,117000.0,77805.0,1.9887
2020,KURUNEGALA,LAW (University of Peradeniya),Arts,117000.0,77805.0,1.9686
2020,ANURADHAPURA,LAW (University of Peradeniya),Arts,117000.0,77805.0,1.9661
2020,POLONNARUWA,LAW (University of Peradeniya),Arts,117000.0,77805.0,1.9883
2020,BADULLA,LAW (University of Peradeniya),Arts,117000.0,77805.0,1.9655
2020,MONARAGALA,LAW (University of Peradeniya),Arts,117000.0,77805.0,1.9834
2020,KEGALLE,LAW (University of Peradeniya),Arts,117000.0,77805.0,1.9846
2020,RATNAPURA,LAW (University of Peradeniya),Arts,117000.0,77805.0,1.9994
2020,COLOMBO,LAW (University of Jaffna),Arts,117000.0,77805.0,
2020,GAMPAHA,LAW (University of Jaffna),Arts,117000.0,77805.0,1.8404
2020,KALUTARA,LAW (University of Jaffna),Arts,117000.0,77805.0,
2020,MATALE,LAW (University of Jaffna),Arts,117000.0,77805.0,1.6289
2020,KANDY,LAW (University of Jaffna),Arts,117000.0,77805.0,1.7272
2020,NUWARA ELIYA,LAW (University of Jaffna),Arts,117000.0,77805.0,1.8703
2020,GALLE,LAW (University of Jaffna),Arts,117000.0,77805.0,1.8506
2020,MATARA,LAW (University of Jaffna),Arts,117000.0,77805.0,
2020,HAMBANTOTA,LAW (University of Jaffna),Arts,117000.0,77805.0,1.9148
2020,JAFFNA,LAW (University of Jaffna),Arts,117000.0,77805.0,1.9694
2020,KILINOCHCHI,LAW (University of Jaffna),Arts,117000.0,77805.0,1.5603
2020,MANNAR,LAW (University of Jaffna),Arts,117000.0,77805.0,1.9387
2020,MULLAITIVU,LAW (University of Jaffna),Arts,117000.0,77805.0,
2020,VAVUNIYA,LAW (University of Jaffna),Arts,117000.0,77805.0,1.7969
2020,TRINCOMALEE,LAW (University of Jaffna),Arts,117000.0,77805.0,1.8277
2020,BATTICALOA,LAW (University of Jaffna),Arts,117000.0,77805.0,1.7513
2020,AMPARA,LAW (University of Jaffna),Arts,117000.0,77805.0,1.8055
2020,PUTTALAM,LAW (University of Jaffna),Arts,117000.0,77805.0,1.8089
2020,KURUNEGALA,LAW (University of Jaffna),Arts,117000.0,77805.0,1.8303
2020,ANURADHAPURA,LAW (University of Jaffna),Arts,117000.0,77805.0,1.9503
2020,POLONNARUWA,LAW (University of Jaffna),Arts,117000.0,77805.0,
2020,BADULLA,LAW (University of Jaffna),Arts,117000.0,77805.0,
2020,MONARAGALA,LAW (University of Jaffna),Arts,117000.0,77805.0,
2020,KEGALLE,LAW (University of Jaffna),Arts,117000.0,77805.0,1.8565
2020,RATNAPURA,LAW (University of Jaffna),Arts,117000.0,77805.0,
2020,COLOMBO,ARTS * (University of Colombo),Arts,117000.0,77805.0,1.7578
2020,GAMPAHA,ARTS * (University of Colombo),Arts,117000.0,77805.0,1.759
2020,KALUTARA,ARTS * (University of Colombo),Arts,117000.0,77805.0,1.7582
2020,MATALE,ARTS * (University of Colombo),Arts,117000.0,77805.0,1.8444
2020,KANDY,ARTS * (University of Colombo),Arts,117000.0,77805.0,1.7604
2020,NUWARA ELIYA,ARTS * (University of Colombo),Arts,117000.0,77805.0,
2020,GALLE,ARTS * (University of Colombo),Arts,117000.0,77805.0,1.7596
2020,MATARA,ARTS * (University of Colombo),Arts,117000.0,77805.0,1.7596
2020,HAMBANTOTA,ARTS * (University of Colombo),Arts,117000.0,77805.0,1.7612
2020,JAFFNA,ARTS * (University of Colombo),Arts,117000.0,77805.0,1.8288
2020,KILINOCHCHI,ARTS * (University of Colombo),Arts,117000.0,77805.0,1.9221
2020,MANNAR,ARTS * (University of Colombo),Arts,117000.0,77805.0,2.0776
2020,MULLAITIVU,ARTS * (University of Colombo),Arts,117000.0,77805.0,
2020,VAVUNIYA,ARTS * (University of Colombo),Arts,117000.0,77805.0,1.9306
2020,TRINCOMALEE,ARTS * (University of Colombo),Arts,117000.0,77805.0,1.7883
2020,BATTICALOA,ARTS * (University of Colombo),Arts,117000.0,77805.0,1.8101
2020,AMPARA,ARTS * (University of Colombo),Arts,117000.0,77805.0,1.7631
2020,PUTTALAM,ARTS * (University of Colombo),Arts,117000.0,77805.0,1.7621
2020,KURUNEGALA,ARTS * (University of Colombo),Arts,117000.0,77805.0,1.759
2020,ANURADHAPURA,ARTS * (University of Colombo),Arts,117000.0,77805.0,1.7617
2020,POLONNARUWA,ARTS * (University of Colombo),Arts,117000.0,77805.0,1.7581
2020,BADULLA,ARTS * (University of Colombo),Arts,117000.0,77805.0,1.7604
2020,MONARAGALA,ARTS * (University of Colombo),Arts,117000.0,77805.0,1.7595
2020,KEGALLE,ARTS * (University of Colombo),Arts,117000.0,77805.0,1.7591
2020,RATNAPURA,ARTS * (University of Colombo),Arts,117000.0,77805.0,1.7591
2020,COLOMBO,ARTS * (University of Peradeniya),Arts,117000.0,77805.0,1.6512
2020,GAMPAHA,ARTS * (University of Peradeniya),Arts,117000.0,77805.0,1.6543
2020,KALUTARA,ARTS * (University of Peradeniya),Arts,117000.0,77805.0,1.6566
2020,MATALE,ARTS * (University of Peradeniya),Arts,117000.0,77805.0,1.6505
2020,KANDY,ARTS * (University of Peradeniya),Arts,117000.0,77805.0,1.6507
2020,NUWARA ELIYA,ARTS * (University of Peradeniya),Arts,117000.0,77805.0,1.6703
2020,GALLE,ARTS * (University of Peradeniya),Arts,117000.0,77805.0,1.6516
2020,MATARA,ARTS * (University of Peradeniya),Arts,117000.0,77805.0,1.6519
2020,HAMBANTOTA,ARTS * (University of Peradeniya),Arts,117000.0,77805.0,1.6505
2020,JAFFNA,ARTS * (University of Peradeniya),Arts,117000.0,77805.0,1.6626
2020,KILINOCHCHI,ARTS * (University of Peradeniya),Arts,117000.0,77805.0,1.697
2020,MANNAR,ARTS * (University of Peradeniya),Arts,117000.0,77805.0,1.7594
2020,MULLAITIVU,ARTS * (University of Peradeniya),Arts,117000.0,77805.0,1.6915
2020,VAVUNIYA,ARTS * (University of Peradeniya),Arts,117000.0,77805.0,1.6777
2020,TRINCOMALEE,ARTS * (University of Peradeniya),Arts,117000.0,77805.0,1.6516
2020,BATTICALOA,ARTS * (University of Peradeniya),Arts,117000.0,77805.0,1.6529
2020,AMPARA,ARTS * (University of Peradeniya),Arts,117000.0,77805.0,1.6568
2020,PUTTALAM,ARTS * (University of Peradeniya),Arts,117000.0,77805.0,1.6635
2020,KURUNEGALA,ARTS * (University of Peradeniya),Arts,117000.0,77805.0,1.6516
